"sd.error","r2","waic","waic.dof","log.l","mu.coef","se.coef","CI.coef.1","CI.coef.2","t.stat","n.stars","ESS","rank"
"X.101",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.174808850742525,77.7018209612791,-154.304832662062,154.278358717215,0.00224973943441605,0,10000,13
"X.102",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.674676964767448,76.5154057102051,-153.393415107564,147.53284950428,-0.0088175310384254,0,10000,334
"X.103",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-1.19070057275105,75.9118773336242,-152.738112228508,146.998595066227,-0.0156853000422853,0,10000,640
"X.104",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.0759592104287806,76.3473651101819,-149.730691821965,151.066659946124,0.000994915938738147,0,9693,77
"X.105",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.929447792412949,76.2144648970389,-150.108831556888,152.360164532975,0.0121951626068435,0,9837,334
"X.106",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.480754768508263,75.9704965808202,-148.486691082917,152.291895177038,0.00632817725492707,0,10000,424
"X.107",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.47705313221293,75.9277747460405,-149.615064788194,149.071033292878,-0.00628298582183602,0,9453,54
"X.108",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.661344411093478,75.0683195579005,-148.96814547414,147.820572226061,-0.00880990030132996,0,9720,37
"X.109",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,1.25058321438794,73.5792003120883,-144.098329951655,147.990376058162,0.0169964230255773,0,9545,156
"X.110",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.149251529941196,72.8034312288067,-145.946269990488,140.492713899989,-0.00205006175426166,0,10000,264
"X.111",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.083046298327423,72.2915017355659,-144.184573371924,144.807389777807,0.00114876985999263,0,9949,334
"X.112",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.0240745419236953,69.1002100402392,-139.094922465746,134.452927598423,-0.000348400415999835,0,9847,424
"X.113",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.297761987881913,68.053726119837,-135.755305442561,131.931906828799,-0.00437539580650703,0,10000,23
"X.114",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.184216045953305,65.0981648009961,-127.84209131842,127.788402158695,0.00282981934308672,0,10000,786
"X.115",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.49686676833194,64.6131736502286,-128.808195804834,128.297971088066,-0.00768986787464789,0,10000,835
"X.116",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.4492330788222,64.1969281784779,-127.052023366479,124.28473502899,0.00699773480708078,0,9314,156
"X.117",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.315197095456639,63.1893529138669,-123.258481471434,126.146922926122,0.00498813614828882,0,10000,334
"X.118",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.22874654196709,62.7534752471128,-122.449695555107,124.612463210589,0.00364516134072772,0,10000,106
"X.119",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,1.1523808008884,63.734192985316,-124.052779844365,127.699692243996,0.0180810448349742,0,9575,424
"X.120",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.879377871663221,63.2240317710348,-125.23995652812,124.248100663118,-0.0139089179704306,0,9759,502
"X.121",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.0971514136329682,63.8122493797977,-126.729782461804,122.980901637679,-0.0015224571234708,0,10000,106
"X.122",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.276169549553929,62.5746209078846,-120.682433851188,120.897739758452,0.00441344343037211,0,10000,156
"X.123",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.391094956800698,61.5607194708311,-120.118609865719,122.987892569265,0.00635299522426812,0,10000,575
"X.124",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.239216618148843,61.3950927069718,-120.339836717951,119.509586305922,-0.00389634753530844,0,9824,74
"X.125",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.577659643836958,59.3455181837429,-118.005079128194,115.823007644579,-0.00973383772719678,0,9916,502
"X.126",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.207013552953584,58.3433301238648,-115.459301397709,116.647598254122,-0.00354819569801873,0,10000,424
"X.127",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.624307765301457,58.1931000853128,-113.667999610675,118.636132637792,-0.0107282094335274,0,9376,424
"X.128",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.664143090444125,56.305827041019,-111.301590374331,111.194966838619,-0.0117952816847943,0,10000,54
"X.129",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.721555390218019,55.120368782816,-106.858495482343,109.486516829575,0.0130905399610274,0,10000,2
"X.130",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-1.13861818837704,53.3996112374402,-108.62914025747,101.755679423487,-0.021322593217284,0,10000,77
"X.131",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.460839906453917,52.7154422721446,-106.488894702607,102.907712601084,-0.00874202864646036,0,10000,411
"X.132",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.311711805819881,51.9298718944922,-102.02261232717,101.637159267074,-0.00600255295166523,0,9545,106
"X.133",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.606334475658859,51.6384609472798,-102.099094434946,101.595610907648,-0.0117419160938568,0,10000,502
"X.134",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.678219042940468,51.3570666852021,-99.8548332721319,103.311797980122,0.0132059536635469,0,10000,264
"X.135",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.490204610906624,50.8769810620445,-100.583161983271,101.018667088105,0.00963509627878311,0,9538,209
"X.136",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.376713979987622,50.8384741128344,-100.25008709997,101.613061991065,0.00741001744370843,0,10000,21
"X.137",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,0.398140689219854,49.7708206317038,-97.6745180474383,98.7464467087676,0.00799948010031888,0,10000,411
"X.138",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.0498445842692632,49.1764878289436,-98.4859285247076,97.3992236177421,-0.00101358568840141,0,9833,156
"X.139",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.219476353712852,49.0499438625437,-95.6706622053226,96.5230718636958,-0.00447454851993117,0,10000,13
"X.140",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.66915786140922,48.3437027397223,-95.1766688324059,95.8784893215876,-0.0138416758230519,0,9731,700
"X.141",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.633031006594273,47.9232698929466,-97.682735743121,93.0471414812537,-0.0132092615551562,0,10000,334
"X.142",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-1.26661426232512,46.7864411609641,-93.288821980762,91.5195662026676,-0.027072250654147,0,10000,209
"X.143",3.57128720990781e-05,0.999999986708807,-357.44017399255,47.3097639334369,382.152502122419,-0.876625143706503,46.2558728065648,-91.9750123644844,91.2235950915252,-0.0189516506881714,0,10000,106
