"","coef_D1_1se.0.468","coef_D1_1se.0.468418132249207","coef_D1_1se.6","coef_D1_cv.0.001","coef_D1_cv.0.00149336420257542","coef_D1_cv.156"
"1",-0.886443344413622,0.468418132249207,6,-1.82133978666031,0.00149336420257542,156
"2",-0.88644334441365,0.468418132249207,6,-1.8213397866603,0.00149336420257542,156
"3",-0.886443344413361,0.468418132249207,6,-1.82133978666035,0.00149336420257542,156
"4",-0.88644334441378,0.468418132249207,6,-1.82133978666049,0.00149336420257542,156
"5",-0.886443344413485,0.468418132249207,6,-1.82133978666065,0.00149336420257542,156
"6",-0.886443344413024,0.468418132249207,6,-1.82133978666067,0.00149336420257542,156
"7",-0.886443344414252,0.468418132249207,6,-1.82133978666129,0.00149336420257542,156
"8",-0.886443344413269,0.468418132249207,6,-1.82133978666128,0.00149336420257542,156
"9",-0.886443344413324,0.468418132249207,6,-1.82133978666103,0.00149336420257542,156
"10",-0.886443344413011,0.468418132249207,6,-1.82133978666106,0.00149336420257542,156
"11",-0.88644334441512,0.468418132249207,6,-1.82133978666103,0.00149336420257542,156
"12",-0.886443344413332,0.468418132249207,6,-1.82133978666107,0.00149336420257542,156
"13",-0.886443344413707,0.468418132249207,6,-1.59386815493435,0.00149336420257542,156
"14",-0.886443344412957,0.468418132249207,6,-1.59386815493435,0.00149336420257542,156
"15",-0.886443344414374,0.468418132249207,6,-1.59386815493435,0.00149336420257542,156
"16",-0.886443344412721,0.468418132249207,6,-1.59386815493432,0.00149336420257542,156
"17",-0.886443344414851,0.468418132249207,6,-1.59386815493434,0.00149336420257542,156
"18",-0.886443344413578,0.468418132249207,6,-1.5938681549343,0.00149336420257542,156
"19",-0.886443344411526,0.468418132249207,6,-1.59386815493429,0.00149336420257542,156
"20",-0.886443344411926,0.468418132249207,6,-1.59386815493421,0.00149336420257542,156
"21",-0.886443344411883,0.468418132249207,6,-1.59386815493422,0.00149336420257542,156
"22",-0.88644334441181,0.468418132249207,6,-1.59386815493421,0.00149336420257542,156
"23",-0.886443344411135,0.468418132249207,6,-1.59386815493391,0.00149336420257542,156
"24",-0.886443344411768,0.468418132249207,6,-1.5938681549338,0.00149336420257542,156
"25",-0.886443344410834,0.468418132249207,6,-1.59386815493386,0.00149336420257542,156
"26",-0.886443344413919,0.468418132249207,6,-1.59386815493376,0.00149336420257542,156
"27",-0.886443344413521,0.468418132249207,6,-1.59386815493381,0.00149336420257542,156
"28",-0.886443344409313,0.468418132249207,6,-1.59386815493387,0.00149336420257542,156
"29",-0.88644334441276,0.468418132249207,6,-1.59386815493405,0.00149336420257542,156
"30",-0.886443344415099,0.468418132249207,6,-1.59386815493404,0.00149336420257542,156
"31",-0.886443344411977,0.468418132249207,6,-1.59386815493389,0.00149336420257542,156
"32",-0.886443344407621,0.468418132249207,6,-1.59386815493384,0.00149336420257542,156
"33",-0.886443344409569,0.468418132249207,6,-1.59386815493422,0.00149336420257542,156
"34",-0.886443344408215,0.468418132249207,6,-1.59386815493407,0.00149336420257542,156
"35",-0.886443344413631,0.468418132249207,6,-1.59386815493409,0.00149336420257542,156
"36",-0.886443344412775,0.468418132249207,6,-1.59386815493408,0.00149336420257542,156
"37",-0.886443344412187,0.468418132249207,6,-1.49523642444381,0.00149336420257542,156
"38",-0.886443344411728,0.468418132249207,6,-1.05829809431155,0.00149336420257542,156
"39",-0.886443344414494,0.468418132249207,6,-1.05829809431164,0.00149336420257542,156
"40",-0.88644334441215,0.468418132249207,6,-1.05829809431166,0.00149336420257542,156
"41",-0.886443344409784,0.468418132249207,6,-1.05829809431168,0.00149336420257542,156
"42",-0.886443344410009,0.468418132249207,6,-1.05829809431185,0.00149336420257542,156
"43",-0.886443344414931,0.468418132249207,6,-1.05829809431179,0.00149336420257542,156
"44",-0.886443344415142,0.468418132249207,6,-1.05829809431158,0.00149336420257542,156
"45",-0.886443344420479,0.468418132249207,6,-1.05829809431193,0.00149336420257542,156
"46",-0.88644334441757,0.468418132249207,6,-1.05829809431279,0.00149336420257542,156
"47",-0.886443344419235,0.468418132249207,6,-1.05829809431258,0.00149336420257542,156
"48",-0.886443344411619,0.468418132249207,6,-1.05829809431229,0.00149336420257542,156
"49",-0.886443344412374,0.468418132249207,6,-1.05829809431249,0.00149336420257542,156
"50",-0.886443344407321,0.468418132249207,6,-1.05829809431254,0.00149336420257542,156
"51",-0.886443344401716,0.468418132249207,6,-1.05829809431227,0.00149336420257542,156
"52",-0.886443344415096,0.468418132249207,6,-1.05829809431252,0.00149336420257542,156
"53",-0.886443344414472,0.468418132249207,6,-1.05829809431255,0.00149336420257542,156
"54",-0.886443344416868,0.468418132249207,6,-1.05829809431256,0.00149336420257542,156
"55",-0.886443344408428,0.468418132249207,6,-1.05829809431254,0.00149336420257542,156
"56",-0.886443344407223,0.468418132249207,6,-1.05829809431266,0.00149336420257542,156
"57",-0.886443344413382,0.468418132249207,6,-1.05829809431264,0.00149336420257542,156
"58",-0.886443344417672,0.468418132249207,6,-1.05829809431266,0.00149336420257542,156
"59",-0.886443344402836,0.468418132249207,6,-1.0582980943125,0.00149336420257542,156
"60",-0.886443344417836,0.468418132249207,6,-1.05829809431274,0.00149336420257542,156
"61",-0.88644334440981,0.468418132249207,6,-1.05829809431266,0.00149336420257542,156
"62",-0.886443344417975,0.468418132249207,6,-1.05829809431245,0.00149336420257542,156
"63",-0.886443344409816,0.468418132249207,6,-1.05829809431239,0.00149336420257542,156
"64",-0.886443344412213,0.468418132249207,6,-1.05829809431241,0.00149336420257542,156
"65",-0.88644334442063,0.468418132249207,6,-1.05829809431238,0.00149336420257542,156
"66",-0.886443344412892,0.468418132249207,6,-1.05829809431252,0.00149336420257542,156
"67",-0.886443344414104,0.468418132249207,6,-1.05829809431275,0.00149336420257542,156
"68",-0.886443344412585,0.468418132249207,6,-0.909867167232779,0.00149336420257542,156
"69",-0.886443344412797,0.468418132249207,6,-0.693656747644819,0.00149336420257542,156
"70",-0.886443344418792,0.468418132249207,6,-0.486589158454259,0.00149336420257542,156
"71",-0.886443344409526,0.468418132249207,6,-0.292470887535145,0.00149336420257542,156
"72",-0.886443344418634,0.468418132249207,6,-0.113342131235872,0.00149336420257542,156
"73",-0.886443344412575,0.468418132249207,6,0.0557125736794961,0.00149336420257542,156
"74",-0.886443344409376,0.468418132249207,6,0.0889482928938731,0.00149336420257542,156
"75",-0.886443344420838,0.468418132249207,6,0.0889482928937631,0.00149336420257542,156
"76",-0.886443344417986,0.468418132249207,6,0.0889482928939078,0.00149336420257542,156
"77",-0.886443344409707,0.468418132249207,6,0.0889482928939386,0.00149336420257542,156
"78",-0.88644334440791,0.468418132249207,6,0.0889482928939182,0.00149336420257542,156
"79",-0.886443344409976,0.468418132249207,6,0.0889482928939444,0.00149336420257542,156
"80",-0.886443344408393,0.468418132249207,6,0.0889482928940143,0.00149336420257542,156
"81",-0.886443344413272,0.468418132249207,6,0.0889482928939004,0.00149336420257542,156
"82",-0.886443344414462,0.468418132249207,6,0.0889482928938408,0.00149336420257542,156
"83",-0.886443344409078,0.468418132249207,6,0.0889482928938843,0.00149336420257542,156
"84",-0.886443344417418,0.468418132249207,6,0.0889482928937968,0.00149336420257542,156
"85",-0.88644334440508,0.468418132249207,6,0.088948292893755,0.00149336420257542,156
"86",-0.886443344407406,0.468418132249207,6,0.0889482928931034,0.00149336420257542,156
"87",-0.88644334441593,0.468418132249207,6,0.0889482928933149,0.00149336420257542,156
"88",-0.886443344422127,0.468418132249207,6,0.0889482928930053,0.00149336420257542,156
"89",-0.886443344429377,0.468418132249207,6,0.0889482928931773,0.00149336420257542,156
"90",-0.886443344424926,0.468418132249207,6,0.0889482928935988,0.00149336420257542,156
"91",-0.886443344419694,0.468418132249207,6,0.0889482928939069,0.00149336420257542,156
"92",-0.886443344411287,0.468418132249207,6,0.0889482928940136,0.00149336420257542,156
"93",-0.886443344414016,0.468418132249207,6,0.0889482928940456,0.00149336420257542,156
"94",-0.88644334440898,0.468418132249207,6,0.088948292894147,0.00149336420257542,156
"95",-0.886443344411384,0.468418132249207,6,0.0889482928940905,0.00149336420257542,156
"96",-0.88644334442292,0.468418132249207,6,0.088948292894132,0.00149336420257542,156
"97",-0.886443344418722,0.468418132249207,6,0.0889482928940391,0.00149336420257542,156
"98",-0.88644334440926,0.468418132249207,6,0.0889482928941974,0.00149336420257542,156
"99",-0.886443344419796,0.468418132249207,6,0.0889482928941124,0.00149336420257542,156
"100",-0.886443344420694,0.468418132249207,6,0.0889482928940634,0.00149336420257542,156
"101",-0.886443344418418,0.468418132249207,6,0.0889482928941308,0.00149336420257542,156
"102",-0.886443344411318,0.468418132249207,6,0.0889482928941196,0.00149336420257542,156
"103",-0.886443344395636,0.468418132249207,6,0.0889482928938011,0.00149336420257542,156
"104",-0.886443344412421,0.468418132249207,6,0.0889482928942498,0.00149336420257542,156
"105",-0.886443344414686,0.468418132249207,6,0.0889482928942113,0.00149336420257542,156
"106",-0.886443344403627,0.468418132249207,6,0.088948292894254,0.00149336420257542,156
"107",-0.886443344420988,0.468418132249207,6,0.0889482928947974,0.00149336420257542,156
"108",-0.886443344406413,0.468418132249207,6,0.088948292894981,0.00149336420257542,156
"109",-0.886443344410672,0.468418132249207,6,0.0889482928948698,0.00149336420257542,156
"110",-0.886443344415987,0.468418132249207,6,0.0889482928949046,0.00149336420257542,156
"111",-0.886443344404186,0.468418132249207,6,0.0889482928948649,0.00149336420257542,156
"112",-0.886443344408648,0.468418132249207,6,0.0889482928950938,0.00149336420257542,156
"113",-0.886443344421364,0.468418132249207,6,0.088948292895039,0.00149336420257542,156
"114",-0.886443344410616,0.468418132249207,6,0.0889482928949106,0.00149336420257542,156
"115",-0.886443344400247,0.468418132249207,6,0.0889482928949161,0.00149336420257542,156
"116",-0.886443344414976,0.468418132249207,6,0.0889482928949948,0.00149336420257542,156
"117",-0.88644334439861,0.468418132249207,6,0.0889482928949772,0.00149336420257542,156
"118",-0.886443344420032,0.468418132249207,6,0.0889482928948756,0.00149336420257542,156
"119",-0.88644334440703,0.468418132249207,6,0.08894829289489,0.00149336420257542,156
"120",-0.886443344408385,0.468418132249207,6,0.0889482928946464,0.00149336420257542,156
"121",-0.88644334441191,0.468418132249207,6,0.088948292894639,0.00149336420257542,156
"122",-0.886443344396012,0.468418132249207,6,0.0889482928950245,0.00149336420257542,156
"123",-0.886443344427313,0.468418132249207,6,0.08894829289449,0.00149336420257542,156
"124",-0.886443344412834,0.468418132249207,6,0.0889482928947219,0.00149336420257542,156
"125",-0.886443344424825,0.468418132249207,6,0.0889482928947463,0.00149336420257542,156
"126",-0.886443344408991,0.468418132249207,6,0.0889482928949738,0.00149336420257542,156
"127",-0.886443344422648,0.468418132249207,6,0.0889482928950468,0.00149336420257542,156
"128",-0.886443344409893,0.468418132249207,6,0.0889482928957445,0.00149336420257542,156
"129",-0.886443344411357,0.468418132249207,6,0.0889482928956634,0.00149336420257542,156
"130",-0.886443344405399,0.468418132249207,6,0.0889482928957564,0.00149336420257542,156
"131",-0.886443344426443,0.468418132249207,6,0.0889482928957319,0.00149336420257542,156
"132",-0.886443344395814,0.468418132249207,6,0.0889482928961245,0.00149336420257542,156
"133",-0.886443344407678,0.468418132249207,6,0.0889482928957944,0.00149336420257542,156
"134",-0.886443344396124,0.468418132249207,6,0.0889482928956936,0.00149336420257542,156
"135",-0.886443344418503,0.468418132249207,6,0.10101524953658,0.00149336420257542,156
"136",-0.886443344415139,0.468418132249207,6,0.143884357174815,0.00149336420257542,156
"137",-0.886443344419281,0.468418132249207,6,0.143884357174526,0.00149336420257542,156
