"sd.error","r2","waic","waic.dof","log.l","mu.coef","se.coef","CI.coef.1","CI.coef.2","t.stat","n.stars","ESS","rank"
"X.62",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.35455697402932,15.3713046140523,-29.1087500995607,31.6379184460464,0.0881224468605612,0,9906,123
"X.63",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.26945437723553,15.2379849903393,-28.7753368728495,31.3993181182794,0.0833085462441619,0,8768,214
"X.64",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.35549925806191,15.2314853979634,-28.5442251720233,31.5238480795773,0.0889932414761834,0,9472,556
"X.65",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.4354116348618,14.8956077369267,-27.5567816407951,30.7109757839437,0.0963647580020097,0,9544,408
"X.66",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.45623827285126,14.8286971092483,-27.7973064446796,30.8132344049694,0.0982040608235933,0,9911,481
"X.67",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.06575579954926,14.5536375173979,-27.3662204026952,29.8730423894282,0.0732295138088484,0,9924,408
"X.68",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.30751842210672,14.3864256490403,-27.0858887092494,29.5826691205075,0.0908855649070793,0,10000,408
"X.69",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.24298745588743,14.2860031609183,-26.8503489761919,29.6221393109738,0.0870073625132485,0,9929,683
"X.70",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.53266969309313,14.0433469790715,-26.1399145100191,28.6820294587446,0.10913849065876,0,9358,7
"X.71",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.31707074084601,13.942399383926,-25.7208121765436,28.7253652236778,0.0944651422311461,0,10000,265
"X.72",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.19885292808219,13.8753649368309,-25.7289812496706,28.416757454703,0.0864015421244848,0,10000,546
"X.73",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.39575148360947,13.6482506495501,-25.494236314066,28.6245407947651,0.10226596209643,0,10000,165
"X.74",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.32865312060333,13.8853003787382,-26.1615079302162,28.2523538033276,0.0956877477881448,0,9113,79
"X.75",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.47523149432863,13.7940106691963,-25.2248594118702,28.6230791263088,0.106947249042151,0,10000,165
"X.76",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.29317256367342,13.6240032181425,-25.4504810679719,28.4860230498621,0.0949186918828198,0,9868,165
"X.77",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.53958454274163,13.8138834107275,-25.7220458357076,28.6109269703593,0.111451971684228,0,9360,162
"X.78",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.00257128932972,13.5958648683687,-25.7369851717683,27.2542693318149,0.0737408983566936,0,10000,337
"X.79",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.28082683917243,13.7427981858353,-26.4403945578005,28.2835540187169,0.0931998579803478,0,9863,683
"X.80",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.12115346569983,13.5667460450875,-26.147965596432,27.8312752561005,0.0826398210723343,0,10000,337
"X.81",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.33212456552805,13.4718835233384,-24.8555979516069,27.9043939242869,0.0988818351361421,0,10000,214
"X.82",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.25328930556969,13.553326875526,-25.7636149050183,27.7662716388431,0.0924709716721155,0,9738,683
"X.83",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.33411359681559,13.2396168612443,-24.7863919229006,27.8766203835616,0.100766782815361,0,10000,627
"X.84",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.4178467690695,13.1104941486102,-24.4600105087244,27.3175753793952,0.108145944233522,0,9541,337
"X.85",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.29357559630057,12.8970504667579,-24.3714902902821,26.2756169089242,0.100300111225799,0,9792,214
"X.86",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.39758728542416,12.9617017159027,-24.2960946584196,26.8469460561657,0.107824367205539,0,9950,627
"X.87",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.46749185689224,12.8581217506833,-23.7697584647033,26.3871475966181,0.114129566148668,0,10000,123
"X.88",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.97457317285817,12.7739947027377,-23.916478698293,26.1622389731038,0.0762935319402709,0,10000,481
"X.89",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.10611661712962,12.8311711437324,-24.1292297491209,26.5684073180385,0.0862054293204494,0,9656,627
"X.90",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.31694902363686,12.8347031701271,-24.2526056993776,26.7139070579338,0.102608451958754,0,10000,683
"X.91",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.01395423180105,12.7547064786841,-24.7292128232142,25.7594679326294,0.0794964771236085,0,9679,38
"X.92",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.19994811625222,12.7657882278006,-23.6063745039293,26.7970168988697,0.0939971817516947,0,10000,337
"X.93",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.33839023604512,12.9521937341533,-24.2652282067119,26.9432214873055,0.103333092718954,0,10000,57
"X.94",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.22298234290984,12.7867444930467,-24.2835024100794,26.4700650155664,0.0956445437362797,0,10000,789
"X.95",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.11724505622623,12.7816335311159,-24.5975073080962,26.0667957610382,0.0874101931890309,0,10000,481
"X.96",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.30423161456726,12.5975157887666,-23.7047339026229,25.641668803465,0.103530857705315,0,10000,330
"X.97",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.10747332065574,12.3745908043895,-23.6372480982567,25.0321094326343,0.0894957528828266,0,9616,481
"X.98",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.3092584004505,12.1126823384288,-22.6133485485094,25.7135383070465,0.108089881652122,0,9942,408
"X.99",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.10732779014813,11.9349773189862,-22.3638765227416,24.3535024755934,0.0927800498109529,0,9446,337
"X.100",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.34808283529761,11.6853053333369,-21.686938587898,24.1628038271343,0.115365649150107,0,10000,265
"X.101",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.21575932059904,11.538821794591,-21.0535540039005,23.9417250474314,0.105362518135859,0,10000,683
"X.102",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.1593042074336,11.5187178061724,-21.6625513349861,23.531226141221,0.100645247755994,0,10000,481
"X.103",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.07095734089452,11.551760320293,-21.5046952026296,23.3991767319713,0.0927094495730811,0,9887,10
"X.104",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.17598845320957,11.4971215431781,-21.1857114125786,24.0865800415061,0.102285467609703,0,10000,123
"X.105",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.890970740130747,11.6020815789763,-21.940807782863,23.8471425700494,0.0767940420058104,0,9644,86
"X.106",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.24032881174366,11.5426348383142,-21.3472573931086,23.9630672607636,0.107456298247135,0,10000,57
"X.107",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.15797018917944,11.4344307611704,-21.2133903651644,23.3772734081239,0.10127047103313,0,10000,86
"X.108",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.19109743624723,11.2716684235885,-21.1342886380178,23.1841683853612,0.10567179511372,0,10000,165
"X.109",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.21894408535038,11.1283565805813,-21.2054237162612,23.41924724946,0.109534959319816,0,10000,743
"X.110",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.18801649567542,10.9489694188353,-20.5382463882473,22.1240131215934,0.108504869292237,0,10000,743
"X.111",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.11616170604954,10.6751364503399,-19.6276452966298,22.1209955062106,0.104557137160903,0,9991,38
"X.112",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.890807216350924,10.4453848792801,-19.7146650460578,21.5479123864412,0.0852823736651356,0,10000,408
"X.113",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.09246702231514,10.3652831661335,-19.6373040600764,21.2690938319739,0.105396736857567,0,9821,79
"X.114",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.19368861255721,9.91844087053191,-18.6809720707145,20.5975290837369,0.120350428876751,0,10000,265
"X.115",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.01671237277901,9.85964124825461,-18.4391412992804,20.4177530877207,0.103118597034044,0,10000,15
"X.116",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.893985882126364,9.74981454436869,-18.1224338181101,20.1941881747407,0.0916926037985729,0,9362,86
"X.117",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.852236422137749,9.4912247603738,-18.0490697567663,19.1818936511583,0.0897920388205183,0,10000,481
"X.118",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.03141203039918,9.70213116883477,-18.3344517849004,20.146693522707,0.10630778047119,0,10000,208
"X.119",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.72969099997388,9.69444644791753,-18.43385067561,19.8267760900061,0.0752689701154234,0,10000,57
"X.120",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.99018932764002,9.57916455383932,-18.0780167986561,19.7530611173993,0.103369069617157,0,10000,25
"X.121",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.986472164335206,9.50207003048918,-17.733050755898,19.8590857635101,0.103816553779327,0,10000,214
"X.122",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.10559848351963,9.3621441871847,-17.3768910857636,19.5898703640806,0.118092443505946,0,10000,890
"X.123",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.01794306649342,9.41462146143583,-17.6239961120822,19.6170305347018,0.108123632018888,0,10000,627
"X.124",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.792437739450985,9.12851224765912,-17.222438560606,18.9873603342326,0.0868090788457007,0,10000,556
"X.125",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.994245551690083,8.93582699759939,-16.837434559324,18.731445580237,0.111265085140658,0,9952,738
"X.126",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,1.03144866905441,8.74431193340536,-16.3797724325847,17.7714523533399,0.117956527272778,0,10000,408
"X.127",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.974697554941566,8.39172724056321,-15.5188133333642,17.5246411692295,0.116149813620033,0,10000,863
"X.128",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.78015490944755,8.48001695333426,-15.8744189126535,17.4244938264852,0.0919992157728886,0,10000,481
"X.129",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.863740236003162,8.24077713831865,-15.4926889338627,17.0726185979307,0.104812958960736,0,9694,123
"X.130",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.795900876789191,8.00865293487898,-15.2912879768417,16.4329804777658,0.0993801183870652,0,10000,337
"X.131",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.834296528180787,7.94392518982573,-14.9257818602975,16.7697786120808,0.105023210597366,0,9880,843
"X.132",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.839876364340301,7.86252633721007,-14.6933922266285,16.332189657721,0.106820165468383,0,10000,546
"X.133",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.7414868151808,7.71225668342828,-14.5843580602394,15.7410717847673,0.0961439492508167,0,9104,627
"X.134",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.703304149656871,7.76219440836149,-14.4561189855336,16.2312015394694,0.0906063559680063,0,10000,119
"X.135",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.724246366949946,7.7160887897633,-14.6208926678545,15.8974237148289,0.093861849789855,0,10000,337
"X.136",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.777011029095167,7.60708758665463,-14.2229269622032,15.5838049799166,0.102143037035396,0,10000,214
"X.137",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.665456700787653,7.41867768325835,-13.9708093199669,15.4323059353562,0.0897001769317168,0,9558,743
"X.138",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.846380220754554,7.38602652788364,-13.4779990852624,15.3696837694913,0.114592090559018,0,10000,627
"X.139",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.72032522033881,7.40597545856232,-13.737062967327,15.4285071938357,0.0972627069005495,0,9709,25
"X.140",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.856482434155378,7.21165421693805,-13.3815135585634,14.8647222198747,0.118763657878071,0,10000,165
"X.141",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.925545162186725,7.11013771396905,-13.1298731786972,15.0804628805465,0.13017260697614,0,10000,743
"X.142",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.887832074905654,7.01810127518983,-13.0055449548922,14.8466261891985,0.126506022083821,0,10000,408
"X.143",4.50757692894552e-06,0.999999999860952,-450.365363783042,59.2839023159913,466.99583052816,0.741312262382582,6.97630737251962,-13.0928925260437,14.2407513336615,0.106261410628592,0,10000,330
